transaction,address,bedroom,bathroom,sales_price,rent_perMonth,rent_perWeek,description,propertyType,location,agent,listing_source,listing_url,date_type,date
rent,"Hartingtons Court, Woodberry Downs, N4",2,3, ,"£3,497",£807,"ZERO DEPOSIT AVAILABLE. Harvey W. James presents this 6th Floor Two bedroom, Three bathroom Apartment available in Hartingtons Court, N4 with private balcony and access to a resident's gym and swimming pool. Moments from Manor House Station.",Apartment,N4,"Harvey W James, London",rightmove,https://www.rightmove.co.uk/properties/86138604#/?channel=RES_LET,Added,2023-05-17
rent,"Dyer's Building, Holborn, London, EC1N",2,2, ,"£4,000",£923,"Rue living are proud to present Pinks Mews which is a luxury gated mews development in the heart of Holborn. This stunning two bedroom apartment is available fully furnished. This apartment offers a spacious open plan living area with contemporary interiors, engineered oak flooring th...",Apartment,EC1N,"Rue Living, Camden",rightmove,https://www.rightmove.co.uk/properties/86138559#/?channel=RES_LET,Added,2023-05-17
rent,"Colville Gardens, London",1,1, ,"£3,250",£750,This apartment offers flexible living space in a unique configuration over two levels.  The apartment is entered on the ground floor and comprises of a bright reception room with a fully fitted open plan kitchen. A small stairway then leads up to a mezzanine area which could be used for storage....,Apartment,London,"Wilfords London, Kensington",rightmove,https://www.rightmove.co.uk/properties/86138526#/?channel=RES_LET,Added,2023-05-17
rent,"Talbot Road, London, UK, W2",3,2, ,"£4,767","£1,100",An elegant raised ground floor apartment finished in a contemporary style whilst maintaining period features. The property boasts a dual aspect double reception room flooded with natural light and oak wooden flooring throughout.,Apartment,W2,"Druce, Notting Hill",rightmove,https://www.rightmove.co.uk/properties/86138469#/?channel=RES_LET,Added,2023-05-17
rent,"Ebury Street, London, SW1W",,1, ,"£2,145",£495,"A light and spacious fully furnished studio apartment located on the fifth floor of a purpose-built block, benefiting from a gated environment, access-controlled security, and an on-site porter. The residents also have access to private communal gardens. The accommodation comprises ...",Apartment,SW1W,"Best Gapp, Belgravia - Lettings",rightmove,https://www.rightmove.co.uk/properties/133387529#/?channel=RES_LET,Reduced,2023-05-17
rent,"Cliveden Place, Belgravia, SW1W",4,3, ,"£11,917","£2,750","A ""modern classic"" style apartment right by Sloane Square.  This 4 bedroom, three bathroom apartment  benefits from wooden floors throughout, a wonderful double reception for entertaining with excellent storage. The apartment is set on the 3rd Floor with lift of a period conversion building and h...",Flat,SW1W,"SW Residential, London",rightmove,https://www.rightmove.co.uk/properties/85989555#/?channel=RES_LET,Reduced,17/04/2023
rent,"Beechmount Avenue, Hanwell",3,1, ,"£2,100",£485,"3 bedroom family home with 2 reception rooms located within 15 mins walk to Hanwell BR and the Elizabeth Line, Well presented, bright and spacious, perfect family home.",Semi-Detached,Hanwell,"Castle Residential, Hanwell",rightmove,https://www.rightmove.co.uk/properties/132651164#/?channel=RES_LET,Reduced,2023-05-17
rent,"62 Undine Street, SW178PR",5,2, ,"£4,500","£1,038",Evernest Properties presents this stunning six bedrooms mid-terraced house that is situated in an ideal location just a short walk from Tooting Broadway Station and all major amenities. This house is perfect for a big family or group of friends especially due to its central location and proximity...,Terraced,SW178PR,"Evernest Properties, London",rightmove,https://www.rightmove.co.uk/properties/86138355#/?channel=RES_LET,Reduced,2023-05-17
rent,"Westferry Road, Cubitt Town, E14",2,2, ,"£2,275",£525,"A well proportioned duplex two bedroom flat offers bright and airy interiors, and a pleasant living space in a desirable and secure location.",Flat,E14,"Chestertons Estate Agents, Canary Wharf & Docklands Lettings",rightmove,https://www.rightmove.co.uk/properties/86138343#/?channel=RES_LET,Added,2023-05-17
rent,"Madrid Road, Barnes, SW13",8,3, ,"£12,000","£2,769","A substantial semi-detached house nestled in central Barnes. The property has been refurbished to a high standard and boasts two reception rooms, an open-plan kitchen with utility room, eight bedrooms, three bathrooms and a large lawned garden.",House,SW13,"Chestertons Estate Agents, Barnes Village Lettings",rightmove,https://www.rightmove.co.uk/properties/86138340#/?channel=RES_LET,Added,2023-05-17
rent,"Murray Street, Camden NW1",1,, ,"£1,690",£390,"A lovely one double bedroom flat in a period conversion. The flat is bright with neutral decor, a modern galley kitchen, newly decorated bathroom with bath and shower, one spacious double bedroom with lots of storage and a lovley lounge with double sash w",Flat,Camden NW1,"Black Katz, Camden",rightmove,https://www.rightmove.co.uk/properties/86138298#/?channel=RES_LET,Added,2023-05-17
rent,"Norwood Road, Tulse Hill, SW2",1,1, ,"£1,150",£265,"A bright and airy one-bedroom flat located on Norwood Road in Tulse Hill. The property is well presented throughout and is available to let. Situated in an ideal location within easy reach of a fantastic array of local amenities, as well as being within walking distance of Tulse Hill station and ...",Flat,SW2,"Galloways, West Norwood",rightmove,https://www.rightmove.co.uk/properties/86138103#/?channel=RES_LET,Added,2023-05-17
rent,"The Broadway, St James, SW1H",1,1, ,"£5,417","£1,250","The Broadway is a luxury collection of apartments located in the historic Westminster borough, and provides unrivaled views towards The Houses of Parliament, Westminster Abbey, Big Ben and Buckingham Palace. The Broadway embodies all of the hallmarks of a world-class development. St James’s Park ...",Flat,SW1H,"Lessel, Hammersmith",rightmove,https://www.rightmove.co.uk/properties/86138028#/?channel=RES_LET,Added,2023-05-17
rent,"Landseer Road, London, N19",4,2, ,"£4,000",£923,"Element Properties & Co are proud to present this newly refurbished four bedroom, two bathroom house set on this quiet and popular street. Comprising a large reception room, separate kitchen, four bedrooms, two bathrooms and private garden. The property has a number of...",House,N19,"Element Properties & Co, Alexandra Park",rightmove,https://www.rightmove.co.uk/properties/86137968#/?channel=RES_LET,Added,2023-05-17
rent,"4B Merchant Square East, Paddington, W2",3,2, ,"£6,933","£1,600","*Water Views* This stunning south facing interior designed apartment is situated on the fifth floor of this prestigious building which features 24 hour concierge, lift service, and secure underground parking. The apartment comprises spacious living and entertaining space, a beauti...",Flat,W2,"Fraser & Co, Paddington",rightmove,https://www.rightmove.co.uk/properties/86137695#/?channel=RES_LET,Added,2023-05-17
rent,"Woodstock Avenue, London, NW11",2,2, ,"£2,300",£531,"We are proud to offer this delightful 2 bedroom, 2 bathroom Flat in a great location. Available to move in from 12th Aug 2022, this property benefits from available parking, and garden access. Pr... ** Property Reference: 1704908 **",Terraced,NW11,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/86137674#/?channel=RES_LET,Added,2023-05-17
rent,"Gaitskell Road, London, SE9",4,1, ,"£2,400",£554,"We are proud to offer this delightful 4 bedroom, 1 bathroom end terrace in a great location. Available to students only. Available to move in from 01 August 2023, this property benefits from gard... ** Property Reference: 1708880 **",End of Terrace,SE9,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/86137668#/?channel=RES_LET,Added,2023-05-17
rent,"Garratt Terrace, Tooting, SW17",1,1, ,"£1,500",£346,"New build double bedroom flat decorated to modern spec. in Tooting Broadway, SW17 * NO AGENCY FEES * Located in the prime area in Tooting Broadway, this recently renovated third floor property ha... ** Property Reference: 1708866 **",Flat,SW17,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/86137662#/?channel=RES_LET,Added,2023-05-17
rent,"Torington Park, Finchley",2,1, ,"£1,800",£415,"Superb two bedroom purpose built flat, the property is light and airy throughout on the first floor, on lovely residential street, also benefiting from large bathroom with bath and shower cubicle. opposite Friary Park.",Flat,Finchley,"Living Space Estate Agents, Islington",rightmove,https://www.rightmove.co.uk/properties/86137659#/?channel=RES_LET,Added,2023-05-17
rent,"Falmer Road, Enfield, EN1",3,2, ,"£2,500",£577,Stunning 3 bedroom 2 bathroom house with separate study/utility room located within a 10 minute walk to Enfield Town High Street and over-ground Station Features include - Double reception room... ** Property Reference: 1708843 **,Terraced,EN1,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/86137656#/?channel=RES_LET,Added,2023-05-17
rent,"Belmore Lane, London, N7",4,2, ,"£3,813",£880,A spacious four large double bedroom house arranged over three floors with full kitchen-diner and direct access to a pleasant sunny patio yard/garden. Separate lounge on ground floor. See attached... ** Property Reference: 1708822 **,End of Terrace,N7,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/86137650#/?channel=RES_LET,Added,2023-05-17
rent,"Holland Road, Kensington",,1, ,"£1,900",£438,"Charming and spacious studio flat in West Kensington, less than 5 minutes walk from Shepherd`s Bush station. The price can be negotiable.",Studio,Kensington,"Japan Letting Agency, London",rightmove,https://www.rightmove.co.uk/properties/134901311#/?channel=RES_LET,Added,2023-05-17
rent,"Bridport Place, London, N1",2,, ,"£2,300",£531,"A stunning, spacious, well proportioned, particularly light, high quality 2 double bedroom top floor (3rd) penthouse apartment with two terraces within a converted former pub in a highly popular location overlooking Shoreditch Park and close to transport.",Flat,N1,"Quest Property Services, London",rightmove,https://www.rightmove.co.uk/properties/134814707#/?channel=RES_LET,Reduced,2023-05-17
rent,"Prince of Wales Terrace, Kensington, London W8",3,3, ,"£17,333","£4,000","One of only two penthouses, this is an opulent 1,181 sq ft three bedroom duplex apartment positioned on the top floors with views over Hyde Park. Natural light floods the main reception and dining and kitchen area with a built-in bar with an ice maker wine chiller, working fireplace and full-heig...",Penthouse,London W8,"Relo Redac Strattons, Notting Hill Gate",rightmove,https://www.rightmove.co.uk/properties/134901152#/?channel=RES_LET,Added,2023-05-17
rent,"Bourdon Street, Mayfair, W1K",2,2, ,"£3,467",£800,"A fantastically located two bedroom, two bathroom apartment situated on the first floor (with lift) of a modern residential building that is located on a quiet mews just off Bond Street. The property comprises of:- Entrance hallway, spacious lounge with plenty of natural light, two double b...",Apartment,W1K,"Messila Residential, St John's Wood",rightmove,https://www.rightmove.co.uk/properties/134901158#/?channel=RES_LET,Added,2023-05-17
rent,"Altenburg Gardens, Battersea & Clapham, SW11",,1, ,"£1,700",£392,"A spacious and bright studio apartment located on a popular tree-lined residential road moments from Clapham Common boasting a fully fitted open plan kitchen, mezzanine sleeping area, modern bathroom and wooden floors throughout.",Apartment,SW11,"Chestertons Estate Agents, Battersea Lettings",rightmove,https://www.rightmove.co.uk/properties/134901101#/?channel=RES_LET,Added,2023-05-17
rent,"D/804, Dolphin Square, London, SW1V 3LX",1,1, ,"£2,249",£519,*FITNESS CLUB OFFER - Move in by 30th June 2023 T&C's apply | Available Now | Garden & River facing | Newly Refurbished Fitness Club | Newly Refurbished | Zone 1 | Tennis Court | Riverside Property | Pet Friendly | 24 Hour Security ,Flat,SW1V 3LX,"Dolphin Square, London",rightmove,https://www.rightmove.co.uk/properties/134901104#/?channel=RES_LET,Added,2023-05-17
rent,"O/008, Dolphin Square, London, SW1V 3LX",1,1, ,"£2,422",£559,*FITNESS CLUB OFFER - Move in by 30th June 2023 T&C's apply | Available Now | Newly Refurbished | Newly Refurbished Fitness Club | Zone 1 | Tennis Court | Riverside Property | Pet Friendly | 24 Hour Security ,Flat,SW1V 3LX,"Dolphin Square, London",rightmove,https://www.rightmove.co.uk/properties/134901098#/?channel=RES_LET,Added,2023-05-17
rent,"Pinnacle House, Battersea Reach",3,3, ,"£4,767","£1,100","We are pleased to offer a modern three bedroom apartment in a new built Pinnacle House in the award winning Battersea Reach riverside development. The property comprises open plan reception, fully fitted kitchen, large private balcony, three bedrooms, three bathrooms (2 en suites). The property...",Apartment,Battersea Reach,"O'Sullivan Property, London",rightmove,https://www.rightmove.co.uk/properties/85616001#/?channel=RES_LET,Reduced,2023-05-17
rent,Princes Avenue London N10,2,1, ,"£2,000",£462,A lovely well presented two bedroom flat available for a three month short let in the heart of Muswell hill.,Flat,Princes Avenue London N10,"Kinleigh Folkard & Hayward - Lettings, Muswell Hill",rightmove,https://www.rightmove.co.uk/properties/134901011#/?channel=RES_LET,Added,2023-05-17
